Year,Month,ab
1964,10,14.014000000000001
1964,11,13.024
1964,12,12.312000000000001
1965,1,12.254
1965,2,12.33
1965,3,12.931
1965,4,13.847
1965,5,14.932
1965,6,15.622
1965,7,15.835
1965,8,15.76
1965,9,15.033000000000001
1965,10,14.290000000000001
1965,11,13.215
1965,12,12.544
1966,1,12.135
1966,2,12.457
1966,3,13.052
1966,4,14.014999999999999
1966,5,14.914
1966,6,15.722000000000001
1966,7,16.087
1966,8,15.781
1966,9,15.238
1966,10,14.145000000000001
1966,11,13.248999999999999
1966,12,12.543000000000001
1967,1,12.199
1967,2,12.27
1967,3,13.155
1967,4,14.040999999999999
1967,5,15.222
1967,6,15.716000000000001
1967,7,16.015
1967,8,15.821
1967,9,15.199
1967,10,14.351
1967,11,13.177999999999999
1967,12,12.537
1968,1,12.088999999999999
1968,2,12.345
1968,3,13.219
1968,4,13.988
1968,5,14.891
1968,6,15.648000000000001
1968,7,15.807
1968,8,15.704
1968,9,15.01
1968,10,14.385000000000002
1968,11,13.194999999999999
1968,12,12.495000000000001
1969,1,12.251
1969,2,12.385
1969,3,13.074
1969,4,14.206999999999999
1969,5,15.243
1969,6,15.836
1969,7,15.905
1969,8,15.822000000000001
1969,9,15.269
1969,10,14.381
1969,11,13.356
1969,12,12.837000000000002
1970,1,12.431999999999999
1970,2,12.665
1970,3,13.135
1970,4,14.101999999999999
1970,5,15.015
1970,6,15.679
1970,7,15.958
1970,8,15.723
1970,9,15.32
1970,10,14.325000000000001
1970,11,13.209999999999999
1970,12,12.438
1971,1,12.234
1971,2,12.292
1971,3,12.878
1971,4,13.956999999999999
1971,5,14.942
1971,6,15.591000000000001
1971,7,15.882
1971,8,15.741
1971,9,15.185
1971,10,14.242
1971,11,13.19
1971,12,12.429
1972,1,12.027999999999999
1972,2,12.294
1972,3,13.104999999999999
1972,4,14.046999999999999
1972,5,15.065
1972,6,15.763
1972,7,15.958
1972,8,15.997
1972,9,15.252
1972,10,14.32
1972,11,13.274999999999999
1972,12,12.786000000000001
1973,1,12.536999999999999
1973,2,12.763
1973,3,13.302999999999999
1973,4,14.337
1973,5,15.276
1973,6,15.897
1973,7,16.046
1973,8,15.872
1973,9,15.267000000000001
1973,10,14.384
1973,11,13.301
1973,12,12.554
1974,1,12.135
1974,2,12.199
1974,3,12.988
1974,4,13.969
1974,5,14.986
1974,6,15.718
1974,7,15.944
1974,8,16.001
1974,9,15.193
1974,10,14.261000000000001
1974,11,13.203999999999999
1974,12,12.481
1975,1,12.343
1975,2,12.63
1975,3,13.257
1975,4,14.142
1975,5,15.22
1975,6,15.757000000000001
1975,7,15.944
1975,8,15.632
1975,9,15.199
1975,10,14.231
1975,11,13.059
1975,12,12.445
1976,1,12.254
1976,2,12.396
1976,3,12.876
1976,4,13.972999999999999
1976,5,14.757
1976,6,15.544
1976,7,15.931000000000001
1976,8,15.673
1976,9,15.202
1976,10,14.108
1976,11,13.253
1976,12,12.716000000000001
1977,1,12.606
1977,2,12.739
1977,3,13.302
1977,4,14.343
1977,5,15.403
1977,6,16.076
1977,7,16.217
1977,8,16.104
1977,9,15.319
1977,10,14.416
1977,11,13.468
1977,12,12.647
1978,1,12.428999999999998
1978,2,12.696
1978,3,13.305
1978,4,14.256
1978,5,15.19
1978,6,15.75
1978,7,16.081
1978,8,15.641
1978,9,15.349
1978,10,14.303
1978,11,13.436
1978,12,12.699
1979,1,12.469999999999999
1979,2,12.431
1979,3,13.301
1979,4,14.273
1979,5,15.091
1979,6,15.818000000000001
1979,7,16.02
1979,8,15.989
1979,9,15.507
1979,10,14.546000000000001
1979,11,13.543
1979,12,13.051
1980,1,12.668
1980,2,12.966
1980,3,13.479999999999999
1980,4,14.456
1980,5,15.399
1980,6,15.937000000000001
1980,7,16.293
1980,8,16.087
1980,9,15.432
1980,10,14.461
1980,11,13.543
1980,12,12.782
1981,1,12.864999999999998
1981,2,12.92
1981,3,13.559999999999999
1981,4,14.359
1981,5,15.29
1981,6,16.091
1981,7,16.368
1981,8,16.244
1981,9,15.448
1981,10,14.444
1981,11,13.479
1981,12,13.039000000000001
1982,1,12.42
1982,2,12.656
1982,3,13.097999999999999
1982,4,14.138
1982,5,15.206999999999999
1982,6,15.829
1982,7,16.123
1982,8,15.898
1982,9,15.368
1982,10,14.427000000000001
1982,11,13.373
1982,12,12.984
1983,1,12.777
1983,2,12.943
1983,3,13.477
1983,4,14.379
1983,5,15.395999999999999
1983,6,15.954
1983,7,16.157
1983,8,16.179000000000002
1983,9,15.638
1983,10,14.462000000000002
1983,11,13.54
1983,12,12.782
1984,1,12.577
1984,2,12.64
1984,3,13.398
1984,4,14.205
1984,5,15.395999999999999
1984,6,15.813
1984,7,16.035
1984,8,15.971
1984,9,15.449
1984,10,14.407
1984,11,13.263
1984,12,12.519
1985,1,12.575999999999999
1985,2,12.539
1985,3,13.286
1985,4,14.203999999999999
1985,5,15.222
1985,6,15.899000000000001
1985,7,15.97
1985,8,16.018
1985,9,15.378
1985,10,14.433
1985,11,13.346
1985,12,12.763
1986,1,12.529
1986,2,12.926
1986,3,13.372
1986,4,14.357999999999999
1986,5,15.294
1986,6,15.836
1986,7,16.09
1986,8,16.002
1986,9,15.326
1986,10,14.459000000000001
1986,11,13.362
1986,12,12.736
1987,1,12.636999999999999
1987,2,12.899000000000001
1987,3,13.331999999999999
1987,4,14.328999999999999
1987,5,15.333
1987,6,16.105
1987,7,16.425
1987,8,16.142
1987,9,15.58
1987,10,14.623000000000001
1987,11,13.485
1987,12,13.067
1988,1,12.848999999999998
1988,2,12.929
1988,3,13.575999999999999
1988,4,14.536
1988,5,15.467
1988,6,16.165
1988,7,16.318
1988,8,16.238
1988,9,15.621
1988,10,14.620000000000001
1988,11,13.338
1988,12,12.847000000000001
1989,1,12.364999999999998
1989,2,12.855
1989,3,13.411
1989,4,14.373
1989,5,15.139
1989,6,15.875
1989,7,16.316
1989,8,16.155
1989,9,15.579
1989,10,14.633000000000001
1989,11,13.42
1989,12,13.004000000000001
1990,1,12.710999999999999
1990,2,12.893
1990,3,13.85
1990,4,14.681999999999999
1990,5,15.563
1990,6,16.126
1990,7,16.452
1990,8,16.165
1990,9,15.543000000000001
1990,10,14.738000000000001
1990,11,13.67
1990,12,12.98
1991,1,12.732999999999999
1991,2,13.022
1991,3,13.492999999999999
1991,4,14.633999999999999
1991,5,15.458
1991,6,16.264
1991,7,16.501
1991,8,16.265
1991,9,15.68
1991,10,14.648000000000001
1991,11,13.577
1991,12,12.944
1992,1,12.790999999999999
1992,2,12.945
1992,3,13.575
1992,4,14.372
1992,5,15.355
1992,6,16.001
1992,7,16.109
1992,8,15.93
1992,9,15.197000000000001
1992,10,14.351
1992,11,13.283999999999999
1992,12,12.81
1993,1,12.693
1993,2,12.93
1993,3,13.491999999999999
1993,4,14.398
1993,5,15.365
1993,6,16.029
1993,7,16.265
1993,8,16.021
1993,9,15.431000000000001
1993,10,14.587000000000002
1993,11,13.395
1993,12,12.791
1994,1,12.594
1994,2,12.605
1994,3,13.479999999999999
1994,4,14.485
1994,5,15.372
1994,6,16.163
1994,7,16.274
1994,8,16.061
1994,9,15.571
1994,10,14.746
1994,11,13.700999999999999
1994,12,12.945
1995,1,12.819999999999999
1995,2,13.275
1995,3,13.587
1995,4,14.616
1995,5,15.398
1995,6,16.223
1995,7,16.524
1995,8,16.356
1995,9,15.637
1995,10,14.81
1995,11,13.741
1995,12,12.893
1996,1,12.623
1996,2,13.082
1996,3,13.556
1996,4,14.492999999999999
1996,5,15.34
1996,6,15.996
1996,7,16.351
1996,8,16.344
1996,9,15.52
1996,10,14.504000000000001
1996,11,13.7
1996,12,13.030000000000001
1997,1,12.659999999999998
1997,2,12.925
1997,3,13.664
1997,4,14.530999999999999
1997,5,15.458
1997,6,16.339000000000002
1997,7,16.388
1997,8,16.275
1997,9,15.799
1997,10,14.995000000000001
1997,11,13.979999999999999
1997,12,13.212000000000002
1998,1,12.944999999999999
1998,2,13.385
1998,3,13.791
1998,4,14.844
1998,5,15.783
1998,6,16.51
1998,7,16.71
1998,8,16.573
1998,9,15.731
1998,10,14.786000000000001
1998,11,13.76
1998,12,13.21
1999,1,12.796
1999,2,13.19
1999,3,13.495999999999999
1999,4,14.447999999999999
1999,5,15.363999999999999
1999,6,16.16
1999,7,16.381
1999,8,16.186
1999,9,15.697000000000001
1999,10,14.694
1999,11,13.668
1999,12,13.039000000000001
2000,1,12.623999999999999
2000,2,13.096
2000,3,13.677999999999999
2000,4,14.674
2000,5,15.43
2000,6,16.166
2000,7,16.375
2000,8,16.303
2000,9,15.689
2000,10,14.576
2000,11,13.615
2000,12,12.904
2001,1,12.806
2001,2,12.999
2001,3,13.718
2001,4,14.646999999999998
2001,5,15.618
2001,6,16.284
2001,7,16.562
2001,8,16.305
2001,9,15.783000000000001
2001,10,14.804
2001,11,13.988
2001,12,13.226
2002,1,13.062999999999999
2002,2,13.227
2002,3,14.049
2002,4,14.721
2002,5,15.706999999999999
2002,6,16.29
2002,7,16.589
2002,8,16.389
2002,9,15.917
2002,10,14.912
2002,11,13.860999999999999
2002,12,13.126000000000001
2003,1,13.094999999999999
2003,2,13.112
2003,3,13.703
2003,4,14.67
2003,5,15.679
2003,6,16.216
2003,7,16.549
2003,8,16.482
2003,9,15.92
2003,10,15.044
2003,11,13.815
2003,12,13.344000000000001
2004,1,12.94
2004,2,13.233
2004,3,13.748
2004,4,14.735
2004,5,15.443
2004,6,16.16
2004,7,16.240000000000002
2004,8,16.292
2004,9,15.781
2004,10,14.931000000000001
2004,11,13.979
2004,12,13.104000000000001
2005,1,13.081999999999999
2005,2,13.183
2005,3,13.894
2005,4,14.798
2005,5,15.716
2005,6,16.418
2005,7,16.597
2005,8,16.462
2005,9,15.978
2005,10,15.121
2005,11,14.004
2005,12,13.322000000000001
2006,1,12.934
2006,2,13.328
2006,3,13.809
2006,4,14.648
2006,5,15.573
2006,6,16.397000000000002
2006,7,16.46
2006,8,16.562
2006,9,15.876000000000001
2006,10,15.005
2006,11,13.984
2006,12,13.393
2007,1,13.280999999999999
2007,2,13.268
2007,3,13.806999999999999
2007,4,14.908
2007,5,15.729
2007,6,16.337
2007,7,16.631
2007,8,16.458000000000002
2007,9,15.84
2007,10,14.937000000000001
2007,11,13.873
2007,12,13.068000000000001
2008,1,12.6
2008,2,12.867
2008,3,13.796999999999999
2008,4,14.635
2008,5,15.583
2008,6,16.235
2008,7,16.566
2008,8,16.308
2008,9,15.914
2008,10,15.013
2008,11,13.95
2008,12,13.148000000000001
2009,1,13.002999999999998
2009,2,13.092
2009,3,13.633
2009,4,14.689
2009,5,15.682
2009,6,16.418
2009,7,16.773
2009,8,16.564
2009,9,15.975
2009,10,15.021
2009,11,14.064
2009,12,13.334000000000001
2010,1,13.119
2010,2,13.411
2010,3,14.042
2010,4,15.017
2010,5,15.827
2010,6,16.414
2010,7,16.596
2010,8,16.515
2010,9,15.912
2010,10,15.045
2010,11,14.056
2010,12,13.121
2011,1,12.899999999999999
2011,2,13.073
2011,3,13.809999999999999
2011,4,14.751999999999999
2011,5,15.599
2011,6,16.398
2011,7,16.769000000000002
2011,8,16.631
2011,9,15.827
2011,10,14.968
2011,11,13.841999999999999
2011,12,13.191
2012,1,12.767999999999999
2012,2,13.027
2012,3,13.631
2012,4,14.806999999999999
2012,5,15.831999999999999
2012,6,16.416
2012,7,16.553
2012,8,16.563
2012,9,16.008
2012,10,15.148000000000001
2012,11,14.085999999999999
2012,12,13.16
2013,1,13.027999999999999
2013,2,13.108
2013,3,13.791
2013,4,14.671
2013,5,15.687
2013,6,16.398
2013,7,16.571
2013,8,16.543
2013,9,16.022000000000002
2013,10,14.999
2013,11,14.116
2013,12,13.288
2014,1,13.077
2014,2,13.08
2014,3,13.892
2014,4,14.889999999999999
2014,5,15.908999999999999
2014,6,16.399
2014,7,16.567
2014,8,16.705000000000002
2014,9,16.137
2014,10,15.15
2014,11,13.908999999999999
2014,12,13.364
2015,1,13.149
2015,2,13.39
2015,3,14.017
2015,4,14.889999999999999
2015,5,15.873
2015,6,16.543
2015,7,16.72
2015,8,16.683
2015,9,16.116
2015,10,15.387
2015,11,14.299999999999999
2015,12,13.736
2016,1,13.536999999999999
2016,2,13.826
2016,3,14.43
2016,4,15.207999999999998
2016,5,16.057
2016,6,16.551000000000002
2016,7,16.823
2016,8,16.852
2016,9,16.147000000000002
2016,10,15.255
2016,11,14.237
2016,12,13.522
2017,1,13.376999999999999
2017,2,13.672
2017,3,14.324
2017,4,15.074
2017,5,15.991999999999999
2017,6,16.444
2017,7,16.798000000000002
2017,8,16.713
2017,9,16.007
2017,10,15.217
2017,11,14.132
2017,12,13.544
2018,1,13.162999999999998
2018,2,13.416
2018,3,14.030999999999999
2018,4,15.017
2018,5,15.855
2018,6,16.518
2018,7,16.794
2018,8,16.641000000000002
2018,9,16.03
2018,10,15.302000000000001
2018,11,14.094999999999999
2018,12,13.524000000000001
2019,1,13.235999999999999
2019,2,13.48
2019,3,14.321
2019,4,15.141
2019,5,15.934
2019,6,16.597
2019,7,16.933
2019,8,16.811
2019,9,16.167
2019,10,15.403
2019,11,14.280999999999999
2019,12,13.703000000000001
2020,1,13.482
2020,2,13.716
2020,3,14.279
2020,4,15.256
2020,5,16.048
2020,6,16.632
2020,7,16.913
2020,8,16.766000000000002
2020,9,16.229
2020,10,15.22
2020,11,14.360999999999999
2020,12,13.409
2021,1,13.175999999999998
2021,2,13.191
2021,3,13.972
2021,4,14.91
2021,5,15.873
2021,6,16.556
2021,7,16.892
2021,8,16.716
2021,9,16.211000000000002
2021,10,15.350000000000001
2021,11,14.205
2021,12,13.435
2022,1,13.226999999999999
2022,2,13.377
2022,3,14.181
2022,4,14.962
2022,5,15.898
2022,6,16.681
2022,7,16.911
2022,8,16.791
2022,9,16.13
2022,10,15.358
